subject_id,recording_id,date,metric,value,unit,source,provenance
p000001,p000001_hour5,2024-01-06,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000001.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:54.228817+00:00"",""content_sha256"":""63f11ce1bf106141297aa1df4afc25ad30dfb0332ba8ae25dc72669f92fbc680"",""row_count"":6,""error"":null,""patient_id"":""p000001"",""training_set"":""training_setA""}"
p000002,p000002_hour0,2024-01-01,icu_los_hours,1.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour0,2024-01-01,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,heart_rate,61.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,spo2,99.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,temperature,36.440,C,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,sbp,124.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,map,65.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,dbp,43.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,resp_rate,17.500,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,icu_los_hours,2.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour1,2024-01-02,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,heart_rate,64.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,spo2,98.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,sbp,125.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,map,64.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,dbp,41.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,resp_rate,27.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,icu_los_hours,3.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour2,2024-01-03,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour3,2024-01-04,heart_rate,56.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour3,2024-01-04,spo2,100.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour3,2024-01-04,sbp,123.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour3,2024-01-04,map,65.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour3,2024-01-04,dbp,41.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour3,2024-01-04,resp_rate,9.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
